English,Emoji,emoji_list
high point,[EM]TOP arrow[EM]backhand index pointing right[EM]Tokyo tower[EM],"[':TOP_arrow:', ':backhand_index_pointing_right:', ':Tokyo_tower:']"
high point,[EM]snow-capped mountain[EM],[':snow-capped_mountain:']
high point,[EM]up arrow[EM]index pointing up[EM],"[':up_arrow:', ':index_pointing_up:']"
high point,[EM]ladder[EM]backhand index pointing up[EM],"[':ladder:', ':backhand_index_pointing_up:']"
high point,[EM]red triangle pointed up[EM]backhand index pointing up[EM],"[':red_triangle_pointed_up:', ':backhand_index_pointing_up:']"
cool drink,[EM]ice[EM]tumbler glass[EM],"[':ice:', ':tumbler_glass:']"
cool drink,[EM]COOL button[EM]cup with straw[EM],"[':COOL_button:', ':cup_with_straw:']"
cool drink,[EM]ice[EM]bottle with popping cork[EM],"[':ice:', ':bottle_with_popping_cork:']"
cool drink,[EM]ice[EM]tropical drink[EM]beer mug[EM],"[':ice:', ':tropical_drink:', ':beer_mug:']"
cool drink,[EM]COOL button[EM]tropical drink[EM],"[':COOL_button:', ':tropical_drink:']"
cool drink,[EM]ice[EM]cocktail glass[EM],"[':ice:', ':cocktail_glass:']"
cool drink,[EM]cup with straw[EM]beverage box[EM],"[':cup_with_straw:', ':beverage_box:']"
cool drink,[EM]dashing away[EM]cup with straw[EM],"[':dashing_away:', ':cup_with_straw:']"
cool relation,[EM]ice[EM]men holding hands[EM],"[':ice:', ':men_holding_hands:']"
cool relation,[EM]COOL button[EM]people holding hands[EM],"[':COOL_button:', ':people_holding_hands:']"
cool relation,[EM]smiling face with sunglasses[EM]men holding hands[EM],"[':smiling_face_with_sunglasses:', ':men_holding_hands:']"
cool relation,[EM]right-facing fist[EM]left-facing fist[EM]handshake[EM],"[':right-facing_fist:', ':left-facing_fist:', ':handshake:']"
cool relation,[EM]COOL button[EM]woman and man holding hands[EM],"[':COOL_button:', ':woman_and_man_holding_hands:']"
cool relation,[EM]face without mouth[EM]cold face[EM]person pouting[EM],"[':face_without_mouth:', ':cold_face:', ':person_pouting:']"
cool relation,[EM]ice[EM]man standing[EM]woman standing[EM],"[':ice:', ':man_standing:', ':woman_standing:']"
cool relation,[EM]dashing away[EM]men holding hands[EM],"[':dashing_away:', ':men_holding_hands:']"
cool reception,[EM]ice[EM]handshake[EM],"[':ice:', ':handshake:']"
cool reception,[EM]COOL button[EM]hotel[EM]bellhop bell[EM]telephone[EM],"[':COOL_button:', ':hotel:', ':bellhop_bell:', ':telephone:']"
cool reception,[EM]smiling face with sunglasses[EM]confetti ball[EM],"[':smiling_face_with_sunglasses:', ':confetti_ball:']"
cool reception,[EM]slightly smiling face[EM]smiling face[EM]waving hand[EM],"[':slightly_smiling_face:', ':smiling_face:', ':waving_hand:']"
cool reception,[EM]COOL button[EM]person tipping hand[EM],"[':COOL_button:', ':person_tipping_hand:']"
cool reception,[EM]neutral face[EM]waving hand[EM],"[':neutral_face:', ':waving_hand:']"
cool reception,[EM]woman standing[EM]studio microphone[EM]telephone[EM],"[':woman_standing:', ':studio_microphone:', ':telephone:']"
cool reception,[EM]dashing away[EM]woman[EM]desktop computer[EM],"[':dashing_away:', ':woman:', ':desktop_computer:']"
cool room,[EM]ice[EM]house[EM],"[':ice:', ':house:']"
cool room,[EM]COOL button[EM]couch and lamp[EM],"[':COOL_button:', ':couch_and_lamp:']"
cool room,[EM]thermometer[EM]cold face[EM]house[EM],"[':thermometer:', ':cold_face:', ':house:']"
cool room,[EM]cold face[EM]gloves[EM]scarf[EM]wind face[EM]coat[EM]house[EM],"[':cold_face:', ':gloves:', ':scarf:', ':wind_face:', ':coat:', ':house:']"
cool room,[EM]COOL button[EM]house[EM],"[':COOL_button:', ':house:']"
cool room,[EM]snowflake[EM]dashing away[EM]house[EM],"[':snowflake:', ':dashing_away:', ':house:']"
cool room,[EM]ice[EM]post office[EM],"[':ice:', ':post_office:']"
cool room,[EM]dashing away[EM]person in bed[EM],"[':dashing_away:', ':person_in_bed:']"
cool breeze,[EM]ice[EM]wind face[EM],"[':ice:', ':wind_face:']"
cool breeze,[EM]COOL button[EM]leaf fluttering in wind[EM],"[':COOL_button:', ':leaf_fluttering_in_wind:']"
cool breeze,[EM]cold face[EM]dashing away[EM],"[':cold_face:', ':dashing_away:']"
cool breeze,[EM]snowflake[EM]wind face[EM]dashing away[EM],"[':snowflake:', ':wind_face:', ':dashing_away:']"
cool breeze,[EM]COOL button[EM]leaf fluttering in wind[EM],"[':COOL_button:', ':leaf_fluttering_in_wind:']"
cool breeze,[EM]snowflake[EM]dashing away[EM],"[':snowflake:', ':dashing_away:']"
cool breeze,[EM]ice[EM]wind face[EM]dashing away[EM],"[':ice:', ':wind_face:', ':dashing_away:']"
cool breeze,[EM]dashing away[EM]dashing away[EM],"[':dashing_away:', ':dashing_away:']"
inadequate income,[EM]cross mark[EM]heavy dollar sign[EM]heavy dollar sign[EM],"[':cross_mark:', ':heavy_dollar_sign:', ':heavy_dollar_sign:']"
inadequate income,[EM]warning[EM]money bag[EM],"[':warning:', ':money_bag:']"
inadequate income,[EM]disappointed face[EM]money bag[EM],"[':disappointed_face:', ':money_bag:']"
inadequate income,[EM]money with wings[EM],[':money_with_wings:']
inadequate income,[EM]cross mark[EM]money bag[EM]purse[EM],"[':cross_mark:', ':money_bag:', ':purse:']"
inadequate income,[EM]person shrugging[EM]money with wings[EM]houses[EM],"[':person_shrugging:', ':money_with_wings:', ':houses:']"
inadequate income,[EM]crossed fingers[EM]dollar banknote[EM],"[':crossed_fingers:', ':dollar_banknote:']"
inadequate income,[EM]chart decreasing[EM]money bag[EM],"[':chart_decreasing:', ':money_bag:']"
inadequate training,[EM]cross mark[EM]teacher[EM],"[':cross_mark:', ':teacher:']"
inadequate training,[EM]warning[EM]woman running[EM]flexed biceps[EM]person lifting weights[EM],"[':warning:', ':woman_running:', ':flexed_biceps:', ':person_lifting_weights:']"
inadequate training,[EM]persevering face[EM]men holding hands[EM]men holding hands[EM]women holding hands[EM],"[':persevering_face:', ':men_holding_hands:', ':men_holding_hands:', ':women_holding_hands:']"
inadequate training,[EM]person in tuxedo[EM]man in tuxedo[EM]cross mark[EM],"[':person_in_tuxedo:', ':man_in_tuxedo:', ':cross_mark:']"
inadequate training,[EM]cross mark[EM]people wrestling[EM]person fencing[EM],"[':cross_mark:', ':people_wrestling:', ':person_fencing:']"
inadequate training,[EM]person shrugging[EM]light rail[EM]clipboard[EM],"[':person_shrugging:', ':light_rail:', ':clipboard:']"
inadequate training,[EM]thumbs down[EM]woman lifting weights[EM],"[':thumbs_down:', ':woman_lifting_weights:']"
inadequate training,[EM]red triangle pointed down[EM]woman raising hand light skin tone[EM]Japanese post office[EM],"[':red_triangle_pointed_down:', ':woman_raising_hand_light_skin_tone:', ':Japanese_post_office:']"
inadequate staff,[EM]cross mark[EM]person in tuxedo[EM],"[':cross_mark:', ':person_in_tuxedo:']"
inadequate staff,[EM]warning[EM]teacher[EM]woman teacher[EM]man teacher[EM],"[':warning:', ':teacher:', ':woman_teacher:', ':man_teacher:']"
inadequate staff,[EM]confounded face[EM]necktie[EM],"[':confounded_face:', ':necktie:']"
inadequate staff,[EM]cross mark[EM]office worker[EM]man office worker[EM],"[':cross_mark:', ':office_worker:', ':man_office_worker:']"
inadequate staff,[EM]cross mark[EM]person tipping hand[EM],"[':cross_mark:', ':person_tipping_hand:']"
inadequate staff,[EM]person shrugging[EM]office worker[EM]keycap 0[EM],"[':person_shrugging:', ':office_worker:', ':keycap_0:']"
inadequate staff,[EM]pinching hand[EM]men holding hands[EM]people holding hands[EM],"[':pinching_hand:', ':men_holding_hands:', ':people_holding_hands:']"
inadequate staff,[EM]red triangle pointed down[EM]woman office worker[EM]man office worker[EM],"[':red_triangle_pointed_down:', ':woman_office_worker:', ':man_office_worker:']"
idyllic life,[EM]woman in steamy room[EM]man getting massage[EM]man in steamy room[EM]smiling face with halo[EM],"[':woman_in_steamy_room:', ':man_getting_massage:', ':man_in_steamy_room:', ':smiling_face_with_halo:']"
idyllic life,[EM]thumbs up[EM]party popper[EM],"[':thumbs_up:', ':party_popper:']"
idyllic life,[EM]smiling face[EM]rainbow[EM],"[':smiling_face:', ':rainbow:']"
idyllic life,[EM]person tipping hand[EM]woman tipping hand[EM]handbag[EM]money with wings[EM],"[':person_tipping_hand:', ':woman_tipping_hand:', ':handbag:', ':money_with_wings:']"
idyllic life,[EM]party popper[EM]raising hands[EM]hundred points[EM]family man woman girl boy[EM],"[':party_popper:', ':raising_hands:', ':hundred_points:', ':family_man_woman_girl_boy:']"
idyllic life,[EM]woman[EM]yawning face[EM]sleeping face[EM],"[':woman:', ':yawning_face:', ':sleeping_face:']"
idyllic life,[EM]beaming face with smiling eyes[EM]house with garden[EM]person in bed[EM],"[':beaming_face_with_smiling_eyes:', ':house_with_garden:', ':person_in_bed:']"
idyllic life,[EM]dove[EM],[':dove:']
idyllic spot,[EM]framed picture[EM]sunrise over mountains[EM],"[':framed_picture:', ':sunrise_over_mountains:']"
idyllic spot,[EM]thumbs up[EM]flashlight[EM],"[':thumbs_up:', ':flashlight:']"
idyllic spot,[EM]sparkles[EM]national park[EM],"[':sparkles:', ':national_park:']"
idyllic spot,[EM]thumbs up[EM]person gesturing OK[EM]woman gesturing OK[EM]hundred points[EM],"[':thumbs_up:', ':person_gesturing_OK:', ':woman_gesturing_OK:', ':hundred_points:']"
idyllic spot,[EM]party popper[EM]raising hands[EM]hundred points[EM]beach with umbrella[EM],"[':party_popper:', ':raising_hands:', ':hundred_points:', ':beach_with_umbrella:']"
idyllic spot,[EM]woman[EM]palm tree[EM]mate[EM],"[':woman:', ':palm_tree:', ':mate:']"
idyllic spot,[EM]beaming face with smiling eyes[EM]sun behind large cloud[EM]bento box[EM]camping[EM],"[':beaming_face_with_smiling_eyes:', ':sun_behind_large_cloud:', ':bento_box:', ':camping:']"
idyllic spot,[EM]grinning face with big eyes[EM]sunglasses[EM]palm tree[EM],"[':grinning_face_with_big_eyes:', ':sunglasses:', ':palm_tree:']"
domestic worry,[EM]house[EM]classical building[EM]woman police officer[EM]chart increasing[EM]Singapore[EM],"[':house:', ':classical_building:', ':woman_police_officer:', ':chart_increasing:', ':Singapore:']"
domestic worry,[EM]house[EM]pleading face[EM],"[':house:', ':pleading_face:']"
domestic worry,[EM]house[EM]confounded face[EM],"[':house:', ':confounded_face:']"
domestic worry,[EM]house with garden[EM]pleading face[EM]worried face[EM],"[':house_with_garden:', ':pleading_face:', ':worried_face:']"
domestic worry,[EM]house[EM]worried face[EM],"[':house:', ':worried_face:']"
domestic worry,[EM]girl[EM]worried face[EM]anxious face with sweat[EM],"[':girl:', ':worried_face:', ':anxious_face_with_sweat:']"
domestic worry,[EM]worried face[EM]derelict house[EM]money with wings[EM]bowl with spoon[EM]baby[EM],"[':worried_face:', ':derelict_house:', ':money_with_wings:', ':bowl_with_spoon:', ':baby:']"
domestic worry,[EM]house[EM]woman frowning[EM],"[':house:', ':woman_frowning:']"
domestic happiness,[EM]house with garden[EM]people hugging[EM]smiling face with smiling eyes[EM]house with garden[EM],"[':house_with_garden:', ':people_hugging:', ':smiling_face_with_smiling_eyes:', ':house_with_garden:']"
domestic happiness,[EM]house[EM]grinning face with smiling eyes[EM],"[':house:', ':grinning_face_with_smiling_eyes:']"
domestic happiness,[EM]house[EM]smiling face with hearts[EM],"[':house:', ':smiling_face_with_hearts:']"
domestic happiness,[EM]house with garden[EM]smiling face with hearts[EM]family[EM]family woman woman boy[EM]family man man boy[EM]family man girl[EM]family woman boy[EM],"[':house_with_garden:', ':smiling_face_with_hearts:', ':family:', ':family_woman_woman_boy:', ':family_man_man_boy:', ':family_man_girl:', ':family_woman_boy:']"
domestic happiness,[EM]house[EM]grinning face with big eyes[EM],"[':house:', ':grinning_face_with_big_eyes:']"
domestic happiness,[EM]girl[EM]beaming face with smiling eyes[EM]face with tears of joy[EM],"[':girl:', ':beaming_face_with_smiling_eyes:', ':face_with_tears_of_joy:']"
domestic happiness,[EM]house with garden[EM]smiling face with hearts[EM]baby bottle[EM]baby[EM]money bag[EM],"[':house_with_garden:', ':smiling_face_with_hearts:', ':baby_bottle:', ':baby:', ':money_bag:']"
domestic happiness,[EM]grinning face[EM]grinning face with big eyes[EM]grinning face with smiling eyes[EM],"[':grinning_face:', ':grinning_face_with_big_eyes:', ':grinning_face_with_smiling_eyes:']"
domestic chore,[EM]broom[EM]cooking[EM]plunger[EM]shopping cart[EM]house[EM],"[':broom:', ':cooking:', ':plunger:', ':shopping_cart:', ':house:']"
domestic chore,[EM]house[EM]keyboard[EM],"[':house:', ':keyboard:']"
domestic chore,[EM]house[EM]broom[EM],"[':house:', ':broom:']"
domestic chore,[EM]broom[EM]soap[EM]lotion bottle[EM]face with medical mask[EM],"[':broom:', ':soap:', ':lotion_bottle:', ':face_with_medical_mask:']"
domestic chore,[EM]house[EM]broom[EM],"[':house:', ':broom:']"
domestic chore,[EM]face with steam from nose[EM]broom[EM]sponge[EM]wastebasket[EM],"[':face_with_steam_from_nose:', ':broom:', ':sponge:', ':wastebasket:']"
domestic chore,[EM]house[EM]loudly crying face[EM]broom[EM]wastebasket[EM]sponge[EM]fork and knife with plate[EM]fork and knife with plate[EM],"[':house:', ':loudly_crying_face:', ':broom:', ':wastebasket:', ':sponge:', ':fork_and_knife_with_plate:', ':fork_and_knife_with_plate:']"
domestic chore,[EM]house[EM]broom[EM],"[':house:', ':broom:']"
domestic animal,[EM]house[EM]cow[EM]goat[EM]guide dog[EM]chicken[EM]house[EM],"[':house:', ':cow:', ':goat:', ':guide_dog:', ':chicken:', ':house:']"
domestic animal,[EM]house[EM]dog[EM],"[':house:', ':dog:']"
domestic animal,[EM]house[EM]dog face[EM]cat face[EM]rabbit face[EM]hamster[EM]mouse face[EM],"[':house:', ':dog_face:', ':cat_face:', ':rabbit_face:', ':hamster:', ':mouse_face:']"
domestic animal,[EM]grinning cat[EM]dog face[EM],"[':grinning_cat:', ':dog_face:']"
domestic animal,[EM]house[EM]dog face[EM]cat face[EM],"[':house:', ':dog_face:', ':cat_face:']"
domestic animal,[EM]dog face[EM]cat face[EM]rabbit face[EM],"[':dog_face:', ':cat_face:', ':rabbit_face:']"
domestic animal,[EM]house[EM]dog face[EM]cat face[EM]smiling face with heart-eyes[EM],"[':house:', ':dog_face:', ':cat_face:', ':smiling_face_with_heart-eyes:']"
domestic animal,[EM]house[EM]guide dog[EM],"[':house:', ':guide_dog:']"
ineffectual ruler,[EM]prince[EM]crown[EM]chart decreasing[EM]thumbs down[EM],"[':prince:', ':crown:', ':chart_decreasing:', ':thumbs_down:']"
ineffectual ruler,[EM]thumbs down[EM]straight ruler[EM],"[':thumbs_down:', ':straight_ruler:']"
ineffectual ruler,[EM]thumbs down[EM]prince[EM]princess[EM],"[':thumbs_down:', ':prince:', ':princess:']"
ineffectual ruler,[EM]technologist[EM]woman technologist[EM]man technologist[EM]thumbs down[EM]thumbs down[EM],"[':technologist:', ':woman_technologist:', ':man_technologist:', ':thumbs_down:', ':thumbs_down:']"
ineffectual ruler,[EM]cross mark[EM]prince[EM],"[':cross_mark:', ':prince:']"
ineffectual ruler,[EM]pouting face[EM]police officer[EM],"[':pouting_face:', ':police_officer:']"
ineffectual ruler,[EM]castle[EM]crown[EM]thumbs down[EM]thumbs down[EM]thumbs down[EM]men holding hands[EM]women holding hands[EM]pouting face[EM],"[':castle:', ':crown:', ':thumbs_down:', ':thumbs_down:', ':thumbs_down:', ':men_holding_hands:', ':women_holding_hands:', ':pouting_face:']"
ineffectual ruler,[EM]crown[EM]person gesturing NO[EM],"[':crown:', ':person_gesturing_NO:']"
ineffectual therapy,[EM]ear[EM]deaf woman[EM]thumbs down[EM]unamused face[EM],"[':ear:', ':deaf_woman:', ':thumbs_down:', ':unamused_face:']"
ineffectual therapy,[EM]thumbs down[EM]person getting massage[EM],"[':thumbs_down:', ':person_getting_massage:']"
ineffectual therapy,[EM]thumbs down[EM]hospital[EM],"[':thumbs_down:', ':hospital:']"
ineffectual therapy,[EM]person[EM]ear[EM]cross mark[EM]cross mark[EM],"[':person:', ':ear:', ':cross_mark:', ':cross_mark:']"
ineffectual therapy,[EM]cross mark[EM]man getting massage[EM]man health worker[EM],"[':cross_mark:', ':man_getting_massage:', ':man_health_worker:']"
ineffectual therapy,[EM]spiral notepad[EM]cross mark[EM]skull[EM],"[':spiral_notepad:', ':cross_mark:', ':skull:']"
ineffectual therapy,[EM]man health worker[EM]speaking head[EM]brain[EM]thumbs down[EM]frowning face[EM],"[':man_health_worker:', ':speaking_head:', ':brain:', ':thumbs_down:', ':frowning_face:']"
ineffectual therapy,[EM]pill[EM]woman gesturing NO[EM],"[':pill:', ':woman_gesturing_NO:']"
intelligent question,[EM]brain[EM]thinking face[EM],"[':brain:', ':thinking_face:']"
intelligent question,[EM]brain[EM]red question mark[EM]speech balloon[EM],"[':brain:', ':red_question_mark:', ':speech_balloon:']"
intelligent question,[EM]person raising hand[EM]brain[EM]thought balloon[EM]student[EM],"[':person_raising_hand:', ':brain:', ':thought_balloon:', ':student:']"
intelligent question,[EM]man student[EM]red question mark[EM],"[':man_student:', ':red_question_mark:']"
intelligent question,[EM]light bulb[EM]speaking head[EM]red question mark[EM],"[':light_bulb:', ':speaking_head:', ':red_question_mark:']"
intelligent question,[EM]thinking face[EM]nerd face[EM]red question mark[EM],"[':thinking_face:', ':nerd_face:', ':red_question_mark:']"
intelligent question,[EM]student[EM]brain[EM]red question mark[EM],"[':student:', ':brain:', ':red_question_mark:']"
intelligent question,[EM]face with monocle[EM]red question mark[EM],"[':face_with_monocle:', ':red_question_mark:']"
intelligent life,[EM]thumbs up[EM]man teacher[EM],"[':thumbs_up:', ':man_teacher:']"
intelligent life,[EM]person standing[EM]woman standing[EM]man standing[EM],"[':person_standing:', ':woman_standing:', ':man_standing:']"
intelligent life,[EM]student[EM]nerd face[EM],"[':student:', ':nerd_face:']"
intelligent life,[EM]graduation cap[EM]alien[EM],"[':graduation_cap:', ':alien:']"
intelligent life,[EM]robot[EM]paw prints[EM],"[':robot:', ':paw_prints:']"
intelligent life,[EM]nerd face[EM]dog face[EM]fox[EM]bear[EM]squid[EM]deciduous tree[EM]spouting whale[EM]nerd face[EM],"[':nerd_face:', ':dog_face:', ':fox:', ':bear:', ':squid:', ':deciduous_tree:', ':spouting_whale:', ':nerd_face:']"
intelligent life,[EM]man scientist[EM]microscope[EM]petri dish[EM]microbe[EM]brain[EM]brain[EM],"[':man_scientist:', ':microscope:', ':petri_dish:', ':microbe:', ':brain:', ':brain:']"
intelligent life,[EM]thinking face[EM]woman shrugging[EM],"[':thinking_face:', ':woman_shrugging:']"
intelligent solution,[EM]brain[EM]light bulb[EM],"[':brain:', ':light_bulb:']"
intelligent solution,[EM]brain[EM]red exclamation mark[EM]red exclamation mark[EM],"[':brain:', ':red_exclamation_mark:', ':red_exclamation_mark:']"
intelligent solution,[EM]nerd face[EM]magnifying glass tilted left[EM],"[':nerd_face:', ':magnifying_glass_tilted_left:']"
intelligent solution,[EM]graduation cap[EM]test tube[EM],"[':graduation_cap:', ':test_tube:']"
intelligent solution,[EM]light bulb[EM]check mark button[EM],"[':light_bulb:', ':check_mark_button:']"
intelligent solution,[EM]nerd face[EM]light bulb[EM],"[':nerd_face:', ':light_bulb:']"
intelligent solution,[EM]thinking face[EM]thought balloon[EM]light bulb[EM]brain[EM],"[':thinking_face:', ':thought_balloon:', ':light_bulb:', ':brain:']"
intelligent solution,[EM]brain[EM]hundred points[EM],"[':brain:', ':hundred_points:']"
constant lover,[EM]woman frowning[EM]red heart[EM]man frowning[EM]infinity[EM],"[':woman_frowning:', ':red_heart:', ':man_frowning:', ':infinity:']"
constant lover,[EM]repeat single button[EM]couple with heart[EM]couple with heart woman man[EM]couple with heart woman woman[EM],"[':repeat_single_button:', ':couple_with_heart:', ':couple_with_heart_woman_man:', ':couple_with_heart_woman_woman:']"
constant lover,[EM]ring[EM]man with veil[EM]woman with veil[EM]man in tuxedo[EM]couple with heart[EM],"[':ring:', ':man_with_veil:', ':woman_with_veil:', ':man_in_tuxedo:', ':couple_with_heart:']"
constant lover,[EM]red heart[EM]older person[EM]old woman[EM],"[':red_heart:', ':older_person:', ':old_woman:']"
constant lover,[EM]mantelpiece clock[EM]zzz[EM]people hugging[EM],"[':mantelpiece_clock:', ':zzz:', ':people_hugging:']"
constant lover,[EM]heart with arrow[EM]couple with heart woman man[EM]clockwise vertical arrows[EM],"[':heart_with_arrow:', ':couple_with_heart_woman_man:', ':clockwise_vertical_arrows:']"
constant lover,[EM]men holding hands[EM]kiss man man[EM]hourglass not done[EM]hourglass done[EM]revolving hearts[EM]man white hair[EM]man white hair[EM],"[':men_holding_hands:', ':kiss_man_man:', ':hourglass_not_done:', ':hourglass_done:', ':revolving_hearts:', ':man_white_hair:', ':man_white_hair:']"
constant lover,[EM]couple with heart[EM]beaming face with smiling eyes[EM],"[':couple_with_heart:', ':beaming_face_with_smiling_eyes:']"
constant pain,[EM]infinity[EM]broken heart[EM],"[':infinity:', ':broken_heart:']"
constant pain,[EM]repeat single button[EM]confounded face[EM],"[':repeat_single_button:', ':confounded_face:']"
constant pain,[EM]face with head-bandage[EM]health worker[EM],"[':face_with_head-bandage:', ':health_worker:']"
constant pain,[EM]worried face[EM]worried face[EM]worried face[EM]worried face[EM]worried face[EM]worried face[EM],"[':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:', ':worried_face:']"
constant pain,[EM]hourglass not done[EM]persevering face[EM]face with head-bandage[EM],"[':hourglass_not_done:', ':persevering_face:', ':face_with_head-bandage:']"
constant pain,[EM]clockwise vertical arrows[EM]face with head-bandage[EM],"[':clockwise_vertical_arrows:', ':face_with_head-bandage:']"
constant pain,[EM]bone[EM]hammer[EM]person in manual wheelchair[EM]hourglass not done[EM]loudly crying face[EM],"[':bone:', ':hammer:', ':person_in_manual_wheelchair:', ':hourglass_not_done:', ':loudly_crying_face:']"
constant pain,[EM]sad but relieved face[EM]syringe[EM]face with head-bandage[EM],"[':sad_but_relieved_face:', ':syringe:', ':face_with_head-bandage:']"
internal organ,[EM]brain[EM]man health worker[EM]stethoscope[EM],"[':brain:', ':man_health_worker:', ':stethoscope:']"
internal organ,[EM]brain[EM]eyes[EM]anatomical heart[EM],"[':brain:', ':eyes:', ':anatomical_heart:']"
internal organ,[EM]anatomical heart[EM]brain[EM]lungs[EM],"[':anatomical_heart:', ':brain:', ':lungs:']"
internal organ,[EM]anatomical heart[EM]lungs[EM],"[':anatomical_heart:', ':lungs:']"
internal organ,[EM]lungs[EM]anatomical heart[EM],"[':lungs:', ':anatomical_heart:']"
internal organ,[EM]brain[EM]anatomical heart[EM]lungs[EM],"[':brain:', ':anatomical_heart:', ':lungs:']"
internal organ,[EM]man office worker[EM]backhand index pointing left[EM]brain[EM]anatomical heart[EM]lungs[EM],"[':man_office_worker:', ':backhand_index_pointing_left:', ':brain:', ':anatomical_heart:', ':lungs:']"
internal organ,[EM]syringe[EM]dna[EM],"[':syringe:', ':dna:']"
internal sense,[EM]thought balloon[EM]thought balloon[EM],"[':thought_balloon:', ':thought_balloon:']"
internal sense,[EM]dna[EM]peace symbol[EM],"[':dna:', ':peace_symbol:']"
internal sense,[EM]thinking face[EM]person shrugging[EM],"[':thinking_face:', ':person_shrugging:']"
internal sense,[EM]woman in lotus position[EM],[':woman_in_lotus_position:']
internal sense,[EM]face with monocle[EM]crystal ball[EM],"[':face_with_monocle:', ':crystal_ball:']"
internal sense,[EM]backhand index pointing right[EM]eyes[EM]backhand index pointing left[EM],"[':backhand_index_pointing_right:', ':eyes:', ':backhand_index_pointing_left:']"
internal sense,[EM]man[EM]backhand index pointing left[EM]thought balloon[EM],"[':man:', ':backhand_index_pointing_left:', ':thought_balloon:']"
internal sense,[EM]nerd face[EM]brain[EM],"[':nerd_face:', ':brain:']"
internal mechanism,[EM]mobile phone with arrow[EM]joystick[EM]woman technologist[EM],"[':mobile_phone_with_arrow:', ':joystick:', ':woman_technologist:']"
internal mechanism,[EM]dna[EM]gear[EM],"[':dna:', ':gear:']"
internal mechanism,[EM]wheel of dharma[EM],[':wheel_of_dharma:']
internal mechanism,[EM]gear[EM]gear[EM]gear[EM],"[':gear:', ':gear:', ':gear:']"
internal mechanism,[EM]clockwise vertical arrows[EM]gear[EM],"[':clockwise_vertical_arrows:', ':gear:']"
internal mechanism,[EM]backhand index pointing right[EM]gear[EM]gear[EM]backhand index pointing left[EM],"[':backhand_index_pointing_right:', ':gear:', ':gear:', ':backhand_index_pointing_left:']"
internal mechanism,[EM]face with medical mask[EM]microbe[EM]pill[EM]crossed swords[EM],"[':face_with_medical_mask:', ':microbe:', ':pill:', ':crossed_swords:']"
internal mechanism,[EM]mechanical leg[EM]woman mechanic[EM],"[':mechanical_leg:', ':woman_mechanic:']"
dry paint,[EM]cross mark[EM]sweat droplets[EM]artist palette[EM],"[':cross_mark:', ':sweat_droplets:', ':artist_palette:']"
dry paint,[EM]paintbrush[EM]person gesturing NO[EM]sweat droplets[EM],"[':paintbrush:', ':person_gesturing_NO:', ':sweat_droplets:']"
dry paint,[EM]desert[EM]artist palette[EM],"[':desert:', ':artist_palette:']"
dry paint,[EM]non-potable water[EM]artist palette[EM],"[':non-potable_water:', ':artist_palette:']"
dry paint,[EM]tornado[EM]artist palette[EM],"[':tornado:', ':artist_palette:']"
dry paint,[EM]wind face[EM]nail polish[EM],"[':wind_face:', ':nail_polish:']"
dry paint,[EM]sun[EM]artist palette[EM],"[':sun:', ':artist_palette:']"
dry paint,[EM]hot springs[EM]paintbrush[EM],"[':hot_springs:', ':paintbrush:']"
dry land,[EM]desert[EM],[':desert:']
dry land,[EM]desert island[EM]cityscape[EM]sun[EM],"[':desert_island:', ':cityscape:', ':sun:']"
dry land,[EM]desert[EM]desert island[EM],"[':desert:', ':desert_island:']"
dry land,[EM]hot face[EM]desert[EM]prohibited[EM]COOL button[EM],"[':hot_face:', ':desert:', ':prohibited:', ':COOL_button:']"
dry land,[EM]tornado[EM]desert island[EM],"[':tornado:', ':desert_island:']"
dry land,[EM]umbrella on ground[EM]desert island[EM],"[':umbrella_on_ground:', ':desert_island:']"
dry land,[EM]sun[EM]desert[EM],"[':sun:', ':desert:']"
dry land,[EM]hot springs[EM]sunset[EM],"[':hot_springs:', ':sunset:']"
dry critique,[EM]desert[EM]face with symbols on mouth[EM],"[':desert:', ':face_with_symbols_on_mouth:']"
dry critique,[EM]man pouting[EM]speaking head[EM]speech balloon[EM],"[':man_pouting:', ':speaking_head:', ':speech_balloon:']"
dry critique,[EM]desert[EM]speaking head[EM],"[':desert:', ':speaking_head:']"
dry critique,[EM]weary face[EM]face with rolling eyes[EM]writing hand light skin tone[EM]memo[EM],"[':weary_face:', ':face_with_rolling_eyes:', ':writing_hand_light_skin_tone:', ':memo:']"
dry critique,[EM]face with steam from nose[EM]disappointed face[EM],"[':face_with_steam_from_nose:', ':disappointed_face:']"
dry critique,[EM]thumbs down[EM]speaking head[EM],"[':thumbs_down:', ':speaking_head:']"
dry critique,[EM]sun[EM]face with symbols on mouth[EM],"[':sun:', ':face_with_symbols_on_mouth:']"
dry critique,[EM]hot springs[EM]teacher[EM],"[':hot_springs:', ':teacher:']"
dry greeting,[EM]desert[EM]partying face[EM],"[':desert:', ':partying_face:']"
dry greeting,[EM]waving hand[EM]unamused face[EM]neutral face[EM]expressionless face[EM],"[':waving_hand:', ':unamused_face:', ':neutral_face:', ':expressionless_face:']"
dry greeting,[EM]desert[EM]woman raising hand[EM],"[':desert:', ':woman_raising_hand:']"
dry greeting,[EM]face without mouth[EM]neutral face[EM]expressionless face[EM]waving hand[EM],"[':face_without_mouth:', ':neutral_face:', ':expressionless_face:', ':waving_hand:']"
